Specialty	Class	Year	Name	Value
Anesthesiology	PGY1	2016	% Change in Total Match Rate %	7
Anesthesiology	PGY1	2017	U.S. Senior Match Rate %	74.7
Anesthesiology	PGY1	2017	Total Match Rate %	62.2
Anesthesiology	PGY1	2017	Change in U.S. Senior Match Rate %	4.799999999999997
Anesthesiology	PGY1	2017	Change in Total Match Rate %	0.9000000000000057
Anesthesiology	PGY1	2017	% Change in U.S. Senior Match Rate %	6.9
Anesthesiology	PGY1	2017	% Change in Total Match Rate %	1.5
Anesthesiology	PGY1	2018	U.S. Senior Match Rate %	73
Anesthesiology	PGY1	2018	Total Match Rate %	61
Anesthesiology	PGY1	2018	Change in U.S. Senior Match Rate %	-1.7000000000000028
Anesthesiology	PGY1	2018	Change in Total Match Rate %	-1.2000000000000028
Anesthesiology	PGY1	2018	% Change in U.S. Senior Match Rate %	-2.3
Anesthesiology	PGY1	2018	% Change in Total Match Rate %	-1.9
Anesthesiology	PGY1	2019	U.S. Senior Match Rate %	71.4
Anesthesiology	PGY1	2019	Total Match Rate %	59.1
Anesthesiology	PGY1	2019	Change in U.S. Senior Match Rate %	-1.5999999999999943
Anesthesiology	PGY1	2019	Change in Total Match Rate %	-1.8999999999999986
Anesthesiology	PGY1	2019	% Change in U.S. Senior Match Rate %	-2.2
Anesthesiology	PGY1	2019	% Change in Total Match Rate %	-3.1
Anesthesiology	PGY1	2020	U.S. Senior Match Rate %	68.2
Anesthesiology	PGY1	2020	Total Match Rate %	56.6
Anesthesiology	PGY1	2020	Change in U.S. Senior Match Rate %	-3.200000000000003
Anesthesiology	PGY1	2020	Change in Total Match Rate %	-2.5
Anesthesiology	PGY1	2020	% Change in U.S. Senior Match Rate %	-4.5
Anesthesiology	PGY1	2020	% Change in Total Match Rate %	-4.2
Anesthesiology	PGY1	2021	U.S. Senior Match Rate %	70.1
Anesthesiology	PGY1	2021	Total Match Rate %	53.8
Anesthesiology	PGY1	2021	Change in U.S. Senior Match Rate %	1.8999999999999915
Anesthesiology	PGY1	2021	Change in Total Match Rate %	-2.8000000000000043
Anesthesiology	PGY1	2021	% Change in U.S. Senior Match Rate %	2.8
Anesthesiology	PGY1	2021	% Change in Total Match Rate %	-4.9
Anesthesiology	PGY1	2022	U.S. Senior Match Rate %	70.8
Anesthesiology	PGY1	2022	Total Match Rate %	56
Anesthesiology	PGY1	2022	Change in U.S. Senior Match Rate %	0.7000000000000028
Anesthesiology	PGY1	2022	Change in Total Match Rate %	2.200000000000003
Anesthesiology	PGY1	2022	% Change in U.S. Senior Match Rate %	1
Anesthesiology	PGY1	2022	% Change in Total Match Rate %	4.1
Anesthesiology	PGY2	2012	U.S. Senior Match Rate %	37.7
Anesthesiology	PGY2	2012	Total Match Rate %	34.9
Anesthesiology	PGY2	2012	Change in U.S. Senior Match Rate %	NA
Anesthesiology	PGY2	2012	Change in Total Match Rate %	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Match Rate %	NA
Anesthesiology	PGY2	2012	% Change in Total Match Rate %	NA
Anesthesiology	PGY2	2013	U.S. Senior Match Rate %	37.3
Anesthesiology	PGY2	2013	Total Match Rate %	34.5
Anesthesiology	PGY2	2013	Change in U.S. Senior Match Rate %	-0.4000000000000057
Anesthesiology	PGY2	2013	Change in Total Match Rate %	-0.3999999999999986
Anesthesiology	PGY2	2013	% Change in U.S. Senior Match Rate %	-1.1
Anesthesiology	PGY2	2013	% Change in Total Match Rate %	-1.1
Anesthesiology	PGY2	2014	U.S. Senior Match Rate %	32.7
Anesthesiology	PGY2	2014	Total Match Rate %	30.5
Anesthesiology	PGY2	2014	Change in U.S. Senior Match Rate %	-4.599999999999994
Anesthesiology	PGY2	2014	Change in Total Match Rate %	-4
Anesthesiology	PGY2	2014	% Change in U.S. Senior Match Rate %	-12.3
Anesthesiology	PGY2	2014	% Change in Total Match Rate %	-11.6
Anesthesiology	PGY2	2015	U.S. Senior Match Rate %	31
Anesthesiology	PGY2	2015	Total Match Rate %	29.7
Anesthesiology	PGY2	2015	Change in U.S. Senior Match Rate %	-1.7000000000000028
Anesthesiology	PGY2	2015	Change in Total Match Rate %	-0.8000000000000007
Anesthesiology	PGY2	2015	% Change in U.S. Senior Match Rate %	-5.2
Anesthesiology	PGY2	2015	% Change in Total Match Rate %	-2.6
Anesthesiology	PGY2	2016	U.S. Senior Match Rate %	30.5
Anesthesiology	PGY2	2016	Total Match Rate %	28.6
Anesthesiology	PGY2	2016	Change in U.S. Senior Match Rate %	-0.5
Anesthesiology	PGY2	2016	Change in Total Match Rate %	-1.0999999999999979
Anesthesiology	PGY2	2016	% Change in U.S. Senior Match Rate %	-1.6
Anesthesiology	PGY2	2016	% Change in Total Match Rate %	-3.7
Anesthesiology	PGY2	2017	U.S. Senior Match Rate %	26.5
Anesthesiology	PGY2	2017	Total Match Rate %	27.5
Anesthesiology	PGY2	2017	Change in U.S. Senior Match Rate %	-4
Anesthesiology	PGY2	2017	Change in Total Match Rate %	-1.1000000000000014
Anesthesiology	PGY2	2017	% Change in U.S. Senior Match Rate %	-13.1
Anesthesiology	PGY2	2017	% Change in Total Match Rate %	-3.8
Anesthesiology	PGY2	2018	U.S. Senior Match Rate %	26.8
Anesthesiology	PGY2	2018	Total Match Rate %	27.6
Anesthesiology	PGY2	2018	Change in U.S. Senior Match Rate %	0.3000000000000007
Anesthesiology	PGY2	2018	Change in Total Match Rate %	0.10000000000000142
Anesthesiology	PGY2	2018	% Change in U.S. Senior Match Rate %	1.1
Anesthesiology	PGY2	2018	% Change in Total Match Rate %	0.4
Anesthesiology	PGY2	2019	U.S. Senior Match Rate %	25.5
Anesthesiology	PGY2	2019	Total Match Rate %	24.4
Anesthesiology	PGY2	2019	Change in U.S. Senior Match Rate %	-1.3000000000000007
Anesthesiology	PGY2	2019	Change in Total Match Rate %	-3.200000000000003
Anesthesiology	PGY2	2019	% Change in U.S. Senior Match Rate %	-4.9
Anesthesiology	PGY2	2019	% Change in Total Match Rate %	-11.6
Anesthesiology	PGY2	2020	U.S. Senior Match Rate %	25.5
Anesthesiology	PGY2	2020	Total Match Rate %	22.7
Anesthesiology	PGY2	2020	Change in U.S. Senior Match Rate %	0
Anesthesiology	PGY2	2020	Change in Total Match Rate %	-1.6999999999999993
Anesthesiology	PGY2	2020	% Change in U.S. Senior Match Rate %	0
Anesthesiology	PGY2	2020	% Change in Total Match Rate %	-7
Anesthesiology	PGY2	2021	U.S. Senior Match Rate %	20.5
Anesthesiology	PGY2	2021	Total Match Rate %	18.1
Anesthesiology	PGY2	2021	Change in U.S. Senior Match Rate %	-5
Anesthesiology	PGY2	2021	Change in Total Match Rate %	-4.599999999999998
Anesthesiology	PGY2	2021	% Change in U.S. Senior Match Rate %	-19.6
Anesthesiology	PGY2	2021	% Change in Total Match Rate %	-20.3
Anesthesiology	PGY2	2022	U.S. Senior Match Rate %	21.2
Anesthesiology	PGY2	2022	Total Match Rate %	19.1
Anesthesiology	PGY2	2022	Change in U.S. Senior Match Rate %	0.6999999999999993
Anesthesiology	PGY2	2022	Change in Total Match Rate %	1
Anesthesiology	PGY2	2022	% Change in U.S. Senior Match Rate %	3.4
Anesthesiology	PGY2	2022	% Change in Total Match Rate %	5.5
Child Neurology	PGY1	2012	U.S. Senior Match Rate %	66.7
Child Neurology	PGY1	2012	Total Match Rate %	53.7
Child Neurology	PGY1	2012	Change in U.S. Senior Match Rate %	NA
Child Neurology	PGY1	2012	Change in Total Match Rate %	NA
Child Neurology	PGY1	2012	% Change in U.S. Senior Match Rate %	NA
Child Neurology	PGY1	2012	% Change in Total Match Rate %	NA
Child Neurology	PGY1	2013	U.S. Senior Match Rate %	70.3
Child Neurology	PGY1	2013	Total Match Rate %	52
Child Neurology	PGY1	2013	Change in U.S. Senior Match Rate %	3.5999999999999943
Child Neurology	PGY1	2013	Change in Total Match Rate %	-1.7000000000000028
Child Neurology	PGY1	2013	% Change in U.S. Senior Match Rate %	5.4
Child Neurology	PGY1	2013	% Change in Total Match Rate %	-3.2
Child Neurology	PGY1	2014	U.S. Senior Match Rate %	75
Child Neurology	PGY1	2014	Total Match Rate %	45.2
Child Neurology	PGY1	2014	Change in U.S. Senior Match Rate %	4.700000000000003
Child Neurology	PGY1	2014	Change in Total Match Rate %	-6.799999999999997
Child Neurology	PGY1	2014	% Change in U.S. Senior Match Rate %	6.7
Child Neurology	PGY1	2014	% Change in Total Match Rate %	-13.1
Child Neurology	PGY1	2015	U.S. Senior Match Rate %	84.9
Child Neurology	PGY1	2015	Total Match Rate %	56.2
Child Neurology	PGY1	2015	Change in U.S. Senior Match Rate %	9.900000000000006
Child Neurology	PGY1	2015	Change in Total Match Rate %	11
Child Neurology	PGY1	2015	% Change in U.S. Senior Match Rate %	13.2
Child Neurology	PGY1	2015	% Change in Total Match Rate %	24.3
Child Neurology	PGY1	2016	U.S. Senior Match Rate %	81.1
Child Neurology	PGY1	2016	Total Match Rate %	58.9
Child Neurology	PGY1	2016	Change in U.S. Senior Match Rate %	-3.8000000000000114
Child Neurology	PGY1	2016	Change in Total Match Rate %	2.6999999999999957
Child Neurology	PGY1	2016	% Change in U.S. Senior Match Rate %	-4.5
Child Neurology	PGY1	2016	% Change in Total Match Rate %	4.8
Child Neurology	PGY1	2017	U.S. Senior Match Rate %	82.2
Child Neurology	PGY1	2017	Total Match Rate %	58
Child Neurology	PGY1	2017	Change in U.S. Senior Match Rate %	1.1000000000000085
Child Neurology	PGY1	2017	Change in Total Match Rate %	-0.8999999999999986
Child Neurology	PGY1	2017	% Change in U.S. Senior Match Rate %	1.4
Child Neurology	PGY1	2017	% Change in Total Match Rate %	-1.5
Child Neurology	PGY1	2018	U.S. Senior Match Rate %	89.4
Child Neurology	PGY1	2018	Total Match Rate %	67.2
Child Neurology	PGY1	2018	Change in U.S. Senior Match Rate %	7.200000000000003
Child Neurology	PGY1	2018	Change in Total Match Rate %	9.200000000000003
Child Neurology	PGY1	2018	% Change in U.S. Senior Match Rate %	8.8
Child Neurology	PGY1	2018	% Change in Total Match Rate %	15.9
Child Neurology	PGY1	2019	U.S. Senior Match Rate %	89.5
Child Neurology	PGY1	2019	Total Match Rate %	64.9
Child Neurology	PGY1	2019	Change in U.S. Senior Match Rate %	0.09999999999999432
Child Neurology	PGY1	2019	Change in Total Match Rate %	-2.299999999999997
Child Neurology	PGY1	2019	% Change in U.S. Senior Match Rate %	0.1
Child Neurology	PGY1	2019	% Change in Total Match Rate %	-3.4
Child Neurology	PGY1	2020	U.S. Senior Match Rate %	90.2
Child Neurology	PGY1	2020	Total Match Rate %	70.9
Child Neurology	PGY1	2020	Change in U.S. Senior Match Rate %	0.7000000000000028
Child Neurology	PGY1	2020	Change in Total Match Rate %	6
Child Neurology	PGY1	2020	% Change in U.S. Senior Match Rate %	0.8
Child Neurology	PGY1	2020	% Change in Total Match Rate %	9.2
Child Neurology	PGY1	2021	U.S. Senior Match Rate %	91.7
Child Neurology	PGY1	2021	Total Match Rate %	67.4
Child Neurology	PGY1	2021	Change in U.S. Senior Match Rate %	1.5
Child Neurology	PGY1	2021	Change in Total Match Rate %	-3.5
Child Neurology	PGY1	2021	% Change in U.S. Senior Match Rate %	1.7
Child Neurology	PGY1	2021	% Change in Total Match Rate %	-4.9
Child Neurology	PGY1	2022	U.S. Senior Match Rate %	86.4
Child Neurology	PGY1	2022	Total Match Rate %	64.9
Child Neurology	PGY1	2022	Change in U.S. Senior Match Rate %	-5.299999999999997
Child Neurology	PGY1	2022	Change in Total Match Rate %	-2.5
Child Neurology	PGY1	2022	% Change in U.S. Senior Match Rate %	-5.8
Child Neurology	PGY1	2022	% Change in Total Match Rate %	-3.7
Child Neurology	PGY2	2012	U.S. Senior Match Rate %	30.3
Child Neurology	PGY2	2012	Total Match Rate %	31
Child Neurology	PGY2	2012	Change in U.S. Senior Match Rate %	NA
Child Neurology	PGY2	2012	Change in Total Match Rate %	NA
Child Neurology	PGY2	2012	% Change in U.S. Senior Match Rate %	NA
Child Neurology	PGY2	2012	% Change in Total Match Rate %	NA
Child Neurology	PGY2	2013	U.S. Senior Match Rate %	21.5
Child Neurology	PGY2	2013	Total Match Rate %	21.3
Child Neurology	PGY2	2013	Change in U.S. Senior Match Rate %	-8.8
Child Neurology	PGY2	2013	Change in Total Match Rate %	-9.7
Child Neurology	PGY2	2013	% Change in U.S. Senior Match Rate %	-29
Child Neurology	PGY2	2013	% Change in Total Match Rate %	-31.3
Child Neurology	PGY2	2014	U.S. Senior Match Rate %	20.4
Child Neurology	PGY2	2014	Total Match Rate %	18
Child Neurology	PGY2	2014	Change in U.S. Senior Match Rate %	-1.1000000000000014
Child Neurology	PGY2	2014	Change in Total Match Rate %	-3.3000000000000007
Child Neurology	PGY2	2014	% Change in U.S. Senior Match Rate %	-5.1
Child Neurology	PGY2	2014	% Change in Total Match Rate %	-15.5
Child Neurology	PGY2	2015	U.S. Senior Match Rate %	15.9
Child Neurology	PGY2	2015	Total Match Rate %	17
Child Neurology	PGY2	2015	Change in U.S. Senior Match Rate %	-4.499999999999998
Child Neurology	PGY2	2015	Change in Total Match Rate %	-1
Child Neurology	PGY2	2015	% Change in U.S. Senior Match Rate %	-22.1
Child Neurology	PGY2	2015	% Change in Total Match Rate %	-5.6
Child Neurology	PGY2	2016	U.S. Senior Match Rate %	12.7
Child Neurology	PGY2	2016	Total Match Rate %	15.4
Child Neurology	PGY2	2016	Change in U.S. Senior Match Rate %	-3.200000000000001
Child Neurology	PGY2	2016	Change in Total Match Rate %	-1.5999999999999996
Child Neurology	PGY2	2016	% Change in U.S. Senior Match Rate %	-20.1
Child Neurology	PGY2	2016	% Change in Total Match Rate %	-9.4
Child Neurology	PGY2	2017	U.S. Senior Match Rate %	8.2
Child Neurology	PGY2	2017	Total Match Rate %	9.9
Child Neurology	PGY2	2017	Change in U.S. Senior Match Rate %	-4.5
Child Neurology	PGY2	2017	Change in Total Match Rate %	-5.5
Child Neurology	PGY2	2017	% Change in U.S. Senior Match Rate %	-35.4
Child Neurology	PGY2	2017	% Change in Total Match Rate %	-35.7
Child Neurology	PGY2	2018	U.S. Senior Match Rate %	5.2
Child Neurology	PGY2	2018	Total Match Rate %	8
Child Neurology	PGY2	2018	Change in U.S. Senior Match Rate %	-2.999999999999999
Child Neurology	PGY2	2018	Change in Total Match Rate %	-1.9000000000000004
Child Neurology	PGY2	2018	% Change in U.S. Senior Match Rate %	-36.6
Child Neurology	PGY2	2018	% Change in Total Match Rate %	-19.2
Child Neurology	PGY2	2019	U.S. Senior Match Rate %	2
Child Neurology	PGY2	2019	Total Match Rate %	10
Child Neurology	PGY2	2019	Change in U.S. Senior Match Rate %	-3.2
Child Neurology	PGY2	2019	Change in Total Match Rate %	2
Child Neurology	PGY2	2019	% Change in U.S. Senior Match Rate %	-61.5
Child Neurology	PGY2	2019	% Change in Total Match Rate %	25
Child Neurology	PGY2	2020	U.S. Senior Match Rate %	2.4
Child Neurology	PGY2	2020	Total Match Rate %	8.7
Child Neurology	PGY2	2020	Change in U.S. Senior Match Rate %	0.3999999999999999
Child Neurology	PGY2	2020	Change in Total Match Rate %	-1.3000000000000007
Child Neurology	PGY2	2020	% Change in U.S. Senior Match Rate %	20
Child Neurology	PGY2	2020	% Change in Total Match Rate %	-13
Child Neurology	PGY2	2021	U.S. Senior Match Rate %	2.6
Child Neurology	PGY2	2021	Total Match Rate %	8
Child Neurology	PGY2	2021	Change in U.S. Senior Match Rate %	0.20000000000000018
Child Neurology	PGY2	2021	Change in Total Match Rate %	-0.6999999999999993
Child Neurology	PGY2	2021	% Change in U.S. Senior Match Rate %	8.3
Child Neurology	PGY2	2021	% Change in Total Match Rate %	-8
Child Neurology	PGY2	2022	U.S. Senior Match Rate %	6.2
Child Neurology	PGY2	2022	Total Match Rate %	12.5
Child Neurology	PGY2	2022	Change in U.S. Senior Match Rate %	3.6
Child Neurology	PGY2	2022	Change in Total Match Rate %	4.5
Child Neurology	PGY2	2022	% Change in U.S. Senior Match Rate %	138.5
Child Neurology	PGY2	2022	% Change in Total Match Rate %	56.2
Dermatology	PGY1	2012	U.S. Senior Match Rate %	14.4
Dermatology	PGY1	2012	Total Match Rate %	14
Dermatology	PGY1	2012	Change in U.S. Senior Match Rate %	NA
Dermatology	PGY1	2012	Change in Total Match Rate %	NA
Dermatology	PGY1	2012	% Change in U.S. Senior Match Rate %	NA
Dermatology	PGY1	2012	% Change in Total Match Rate %	NA
Dermatology	PGY1	2013	U.S. Senior Match Rate %	12.1
Dermatology	PGY1	2013	Total Match Rate %	15.2
Dermatology	PGY1	2013	Change in U.S. Senior Match Rate %	-2.3000000000000007
Dermatology	PGY1	2013	Change in Total Match Rate %	1.1999999999999993
Dermatology	PGY1	2013	% Change in U.S. Senior Match Rate %	-16
Dermatology	PGY1	2013	% Change in Total Match Rate %	8.6
Dermatology	PGY1	2014	U.S. Senior Match Rate %	11.9
Dermatology	PGY1	2014	Total Match Rate %	11.2
Dermatology	PGY1	2014	Change in U.S. Senior Match Rate %	-0.1999999999999993
Dermatology	PGY1	2014	Change in Total Match Rate %	-4
Dermatology	PGY1	2014	% Change in U.S. Senior Match Rate %	-1.7
Dermatology	PGY1	2014	% Change in Total Match Rate %	-26.3
Dermatology	PGY1	2015	U.S. Senior Match Rate %	11.8
Dermatology	PGY1	2015	Total Match Rate %	11.8
Dermatology	PGY1	2015	Change in U.S. Senior Match Rate %	-0.09999999999999964
Dermatology	PGY1	2015	Change in Total Match Rate %	0.6000000000000014
Dermatology	PGY1	2015	% Change in U.S. Senior Match Rate %	-0.8
Dermatology	PGY1	2015	% Change in Total Match Rate %	5.4
Dermatology	PGY1	2016	U.S. Senior Match Rate %	12.1
Dermatology	PGY1	2016	Total Match Rate %	11.5
Dermatology	PGY1	2016	Change in U.S. Senior Match Rate %	0.29999999999999893
Dermatology	PGY1	2016	Change in Total Match Rate %	-0.3000000000000007
Dermatology	PGY1	2016	% Change in U.S. Senior Match Rate %	2.5
Dermatology	PGY1	2016	% Change in Total Match Rate %	-2.5
Dermatology	PGY1	2017	U.S. Senior Match Rate %	11.1
Dermatology	PGY1	2017	Total Match Rate %	10.9
Dermatology	PGY1	2017	Change in U.S. Senior Match Rate %	-1
Dermatology	PGY1	2017	Change in Total Match Rate %	-0.5999999999999996
Dermatology	PGY1	2017	% Change in U.S. Senior Match Rate %	-8.3
Dermatology	PGY1	2017	% Change in Total Match Rate %	-5.2
Dermatology	PGY1	2018	U.S. Senior Match Rate %	11.6
Dermatology	PGY1	2018	Total Match Rate %	10.8
Dermatology	PGY1	2018	Change in U.S. Senior Match Rate %	0.5
Dermatology	PGY1	2018	Change in Total Match Rate %	-0.09999999999999964
Dermatology	PGY1	2018	% Change in U.S. Senior Match Rate %	4.5
Dermatology	PGY1	2018	% Change in Total Match Rate %	-0.9
Dermatology	PGY1	2019	U.S. Senior Match Rate %	10.6
Dermatology	PGY1	2019	Total Match Rate %	10.6
Dermatology	PGY1	2019	Change in U.S. Senior Match Rate %	-1
Dermatology	PGY1	2019	Change in Total Match Rate %	-0.20000000000000107
Dermatology	PGY1	2019	% Change in U.S. Senior Match Rate %	-8.6
Dermatology	PGY1	2019	% Change in Total Match Rate %	-1.9
Dermatology	PGY1	2020	U.S. Senior Match Rate %	11.8
Dermatology	PGY1	2020	Total Match Rate %	13
Dermatology	PGY1	2020	Change in U.S. Senior Match Rate %	1.200000000000001
Dermatology	PGY1	2020	Change in Total Match Rate %	2.4000000000000004
Dermatology	PGY1	2020	% Change in U.S. Senior Match Rate %	11.3
Dermatology	PGY1	2020	% Change in Total Match Rate %	22.6
Dermatology	PGY1	2021	U.S. Senior Match Rate %	11.7
Dermatology	PGY1	2021	Total Match Rate %	11.3
Dermatology	PGY1	2021	Change in U.S. Senior Match Rate %	-0.10000000000000142
Dermatology	PGY1	2021	Change in Total Match Rate %	-1.6999999999999993
Dermatology	PGY1	2021	% Change in U.S. Senior Match Rate %	-0.8
Dermatology	PGY1	2021	% Change in Total Match Rate %	-13.1
Dermatology	PGY1	2022	U.S. Senior Match Rate %	10
Dermatology	PGY1	2022	Total Match Rate %	9.3
Dermatology	PGY1	2022	Change in U.S. Senior Match Rate %	-1.6999999999999993
Dermatology	PGY1	2022	Change in Total Match Rate %	-2
Dermatology	PGY1	2022	% Change in U.S. Senior Match Rate %	-14.5
Dermatology	PGY1	2022	% Change in Total Match Rate %	-17.7
Dermatology	PGY2	2012	U.S. Senior Match Rate %	74.8
Dermatology	PGY2	2012	Total Match Rate %	64.8
Dermatology	PGY2	2012	Change in U.S. Senior Match Rate %	NA
Dermatology	PGY2	2012	Change in Total Match Rate %	NA
Dermatology	PGY2	2012	% Change in U.S. Senior Match Rate %	NA
Dermatology	PGY2	2012	% Change in Total Match Rate %	NA
Dermatology	PGY2	2013	U.S. Senior Match Rate %	71.5
Dermatology	PGY2	2013	Total Match Rate %	63.1
Dermatology	PGY2	2013	Change in U.S. Senior Match Rate %	-3.299999999999997
Dermatology	PGY2	2013	Change in Total Match Rate %	-1.6999999999999957
Dermatology	PGY2	2013	% Change in U.S. Senior Match Rate %	-4.4
Dermatology	PGY2	2013	% Change in Total Match Rate %	-2.6
Dermatology	PGY2	2014	U.S. Senior Match Rate %	71.4
Dermatology	PGY2	2014	Total Match Rate %	62.2
Dermatology	PGY2	2014	Change in U.S. Senior Match Rate %	-0.09999999999999432
Dermatology	PGY2	2014	Change in Total Match Rate %	-0.8999999999999986
Dermatology	PGY2	2014	% Change in U.S. Senior Match Rate %	-0.1
Dermatology	PGY2	2014	% Change in Total Match Rate %	-1.4
Dermatology	PGY2	2015	U.S. Senior Match Rate %	69.3
Dermatology	PGY2	2015	Total Match Rate %	59.2
Dermatology	PGY2	2015	Change in U.S. Senior Match Rate %	-2.1000000000000085
Dermatology	PGY2	2015	Change in Total Match Rate %	-3
Dermatology	PGY2	2015	% Change in U.S. Senior Match Rate %	-2.9
Dermatology	PGY2	2015	% Change in Total Match Rate %	-4.8
Dermatology	PGY2	2016	U.S. Senior Match Rate %	71.9
Dermatology	PGY2	2016	Total Match Rate %	62.8
Dermatology	PGY2	2016	Change in U.S. Senior Match Rate %	2.6000000000000085
Dermatology	PGY2	2016	Change in Total Match Rate %	3.5999999999999943
Dermatology	PGY2	2016	% Change in U.S. Senior Match Rate %	3.8
Dermatology	PGY2	2016	% Change in Total Match Rate %	6.1
Dermatology	PGY2	2017	U.S. Senior Match Rate %	72.2
Dermatology	PGY2	2017	Total Match Rate %	63.7
Dermatology	PGY2	2017	Change in U.S. Senior Match Rate %	0.29999999999999716
Dermatology	PGY2	2017	Change in Total Match Rate %	0.9000000000000057
Dermatology	PGY2	2017	% Change in U.S. Senior Match Rate %	0.4
Dermatology	PGY2	2017	% Change in Total Match Rate %	1.4
Dermatology	PGY2	2018	U.S. Senior Match Rate %	75.2
Dermatology	PGY2	2018	Total Match Rate %	64.5
Dermatology	PGY2	2018	Change in U.S. Senior Match Rate %	3
Dermatology	PGY2	2018	Change in Total Match Rate %	0.7999999999999972
Dermatology	PGY2	2018	% Change in U.S. Senior Match Rate %	4.2
Dermatology	PGY2	2018	% Change in Total Match Rate %	1.3
Dermatology	PGY2	2019	U.S. Senior Match Rate %	75.8
Dermatology	PGY2	2019	Total Match Rate %	63.3
Dermatology	PGY2	2019	Change in U.S. Senior Match Rate %	0.5999999999999943
Dermatology	PGY2	2019	Change in Total Match Rate %	-1.2000000000000028
Dermatology	PGY2	2019	% Change in U.S. Senior Match Rate %	0.8
Dermatology	PGY2	2019	% Change in Total Match Rate %	-1.9
Dermatology	PGY2	2020	U.S. Senior Match Rate %	78.1
Dermatology	PGY2	2020	Total Match Rate %	67.1
Dermatology	PGY2	2020	Change in U.S. Senior Match Rate %	2.299999999999997
Dermatology	PGY2	2020	Change in Total Match Rate %	3.799999999999997
Dermatology	PGY2	2020	% Change in U.S. Senior Match Rate %	3
Dermatology	PGY2	2020	% Change in Total Match Rate %	6
Dermatology	PGY2	2021	U.S. Senior Match Rate %	73.9
Dermatology	PGY2	2021	Total Match Rate %	64.2
Dermatology	PGY2	2021	Change in U.S. Senior Match Rate %	-4.199999999999989
Dermatology	PGY2	2021	Change in Total Match Rate %	-2.8999999999999915
Dermatology	PGY2	2021	% Change in U.S. Senior Match Rate %	-5.4
Dermatology	PGY2	2021	% Change in Total Match Rate %	-4.3
Dermatology	PGY2	2022	U.S. Senior Match Rate %	66.6
Dermatology	PGY2	2022	Total Match Rate %	57.5
Dermatology	PGY2	2022	Change in U.S. Senior Match Rate %	-7.300000000000011
Dermatology	PGY2	2022	Change in Total Match Rate %	-6.700000000000003
Dermatology	PGY2	2022	% Change in U.S. Senior Match Rate %	-9.9
Dermatology	PGY2	2022	% Change in Total Match Rate %	-10.4
Emergency Med-Anesthesiology	PGY1	2018	U.S. Senior Match Rate %	66.7
Emergency Med-Anesthesiology	PGY1	2018	Total Match Rate %	66.7
Emergency Med-Anesthesiology	PGY1	2018	Change in U.S. Senior Match Rate %	NA
Emergency Med-Anesthesiology	PGY1	2018	Change in Total Match Rate %	NA
Emergency Med-Anesthesiology	PGY1	2018	% Change in U.S. Senior Match Rate %	NA
Emergency Med-Anesthesiology	PGY1	2018	% Change in Total Match Rate %	NA
Emergency Med-Anesthesiology	PGY1	2019	U.S. Senior Match Rate %	0
Emergency Med-Anesthesiology	PGY1	2019	Total Match Rate %	12.5
Emergency Med-Anesthesiology	PGY1	2019	Change in U.S. Senior Match Rate %	-66.7
Emergency Med-Anesthesiology	PGY1	2019	Change in Total Match Rate %	-54.2
Emergency Med-Anesthesiology	PGY1	2019	% Change in U.S. Senior Match Rate %	-100
Emergency Med-Anesthesiology	PGY1	2019	% Change in Total Match Rate %	-81.3
