Specialty	Class	Year	Name	Value
Anesthesiology	PGY1	2013	% Change in Total Applicants	10
Anesthesiology	PGY1	2013	% Change in U.S. Senior Matches	3.2
Anesthesiology	PGY1	2013	% Change in Total Matches	14.7
Anesthesiology	PGY1	2013	% Change in U.S. Senior % Filled	-11.7
Anesthesiology	PGY1	2013	% Change in Total % Filled	-1.7
Anesthesiology	PGY1	2013	% Change in U.S. Senior Ranked Positions	6.6
Anesthesiology	PGY1	2013	% Change in Total Ranked Positions	12
Anesthesiology	PGY1	2013	% Change in U.S. Senior Match Rate %	0.5
Anesthesiology	PGY1	2013	% Change in Total Match Rate %	4.4
Anesthesiology	PGY1	2013	% Change in U.S. Senior Average Ranked Programs	3.8
Anesthesiology	PGY1	2013	% Change in Total Average Ranked Programs	1.5
Anesthesiology	PGY1	2013	% Predominance	64.9
Anesthesiology	PGY1	2014	U.S. Senior % Filled	71.9
Anesthesiology	PGY1	2014	Total % Filled	97.6
Anesthesiology	PGY1	2014	U.S. Senior Match Rate %	64.9
Anesthesiology	PGY1	2014	Total Match Rate %	55.8
Anesthesiology	PGY1	2014	Change in U.S. Senior % Filled	2.200000000000003
Anesthesiology	PGY1	2014	Change in Total % Filled	1.6999999999999886
Anesthesiology	PGY1	2014	Change in U.S. Senior Match Rate %	3.000000000000007
Anesthesiology	PGY1	2014	Change in Total Match Rate %	1.3999999999999986
Anesthesiology	PGY1	2014	% Change in No. of Programs	-20.4
Anesthesiology	PGY1	2014	% Change in Positions Offered	-2.2
Anesthesiology	PGY1	2014	% Change in Unfilled Programs	-47.4
Anesthesiology	PGY1	2014	% Change in U.S. Senior Applicants	-3.8
Anesthesiology	PGY1	2014	% Change in Total Applicants	-3
Anesthesiology	PGY1	2014	% Change in U.S. Senior Matches	0.8
Anesthesiology	PGY1	2014	% Change in Total Matches	-0.5
Anesthesiology	PGY1	2014	% Change in U.S. Senior % Filled	3.2
Anesthesiology	PGY1	2014	% Change in Total % Filled	1.8
Anesthesiology	PGY1	2014	% Change in U.S. Senior Ranked Positions	4.1
Anesthesiology	PGY1	2014	% Change in Total Ranked Positions	4.4
Anesthesiology	PGY1	2014	% Change in U.S. Senior Match Rate %	4.8
Anesthesiology	PGY1	2014	% Change in Total Match Rate %	2.6
Anesthesiology	PGY1	2014	% Change in U.S. Senior Average Ranked Programs	8.6
Anesthesiology	PGY1	2014	% Change in Total Average Ranked Programs	7.5
Anesthesiology	PGY1	2014	% Predominance	67.1
Anesthesiology	PGY1	2015	U.S. Senior % Filled	73
Anesthesiology	PGY1	2015	Total % Filled	97.4
Anesthesiology	PGY1	2015	U.S. Senior Match Rate %	67
Anesthesiology	PGY1	2015	Total Match Rate %	57.3
Anesthesiology	PGY1	2015	Change in U.S. Senior % Filled	1.0999999999999943
Anesthesiology	PGY1	2015	Change in Total % Filled	-0.19999999999998863
Anesthesiology	PGY1	2015	Change in U.S. Senior Match Rate %	2.0999999999999943
Anesthesiology	PGY1	2015	Change in Total Match Rate %	1.5
Anesthesiology	PGY1	2015	% Change in No. of Programs	2.6
Anesthesiology	PGY1	2015	% Change in Positions Offered	4.3
Anesthesiology	PGY1	2015	% Change in Unfilled Programs	10
Anesthesiology	PGY1	2015	% Change in U.S. Senior Applicants	2.6
Anesthesiology	PGY1	2015	% Change in Total Applicants	1.3
Anesthesiology	PGY1	2015	% Change in U.S. Senior Matches	6
Anesthesiology	PGY1	2015	% Change in Total Matches	4.1
Anesthesiology	PGY1	2015	% Change in U.S. Senior % Filled	1.5
Anesthesiology	PGY1	2015	% Change in Total % Filled	-0.2
Anesthesiology	PGY1	2015	% Change in U.S. Senior Ranked Positions	5.6
Anesthesiology	PGY1	2015	% Change in Total Ranked Positions	4.2
Anesthesiology	PGY1	2015	% Change in U.S. Senior Match Rate %	3.2
Anesthesiology	PGY1	2015	% Change in Total Match Rate %	2.7
Anesthesiology	PGY1	2015	% Change in U.S. Senior Average Ranked Programs	2.3
Anesthesiology	PGY1	2015	% Change in Total Average Ranked Programs	2.8
Anesthesiology	PGY1	2015	% Predominance	68.4
Anesthesiology	PGY1	2016	U.S. Senior % Filled	68.7
Anesthesiology	PGY1	2016	Total % Filled	95.1
Anesthesiology	PGY1	2016	U.S. Senior Match Rate %	69.9
Anesthesiology	PGY1	2016	Total Match Rate %	61.3
Anesthesiology	PGY1	2016	Change in U.S. Senior % Filled	-4.299999999999997
Anesthesiology	PGY1	2016	Change in Total % Filled	-2.3000000000000114
Anesthesiology	PGY1	2016	Change in U.S. Senior Match Rate %	2.9000000000000057
Anesthesiology	PGY1	2016	Change in Total Match Rate %	4
Anesthesiology	PGY1	2016	% Change in No. of Programs	-0.8
Anesthesiology	PGY1	2016	% Change in Positions Offered	3
Anesthesiology	PGY1	2016	% Change in Unfilled Programs	109.1
Anesthesiology	PGY1	2016	% Change in U.S. Senior Applicants	-7.1
Anesthesiology	PGY1	2016	% Change in Total Applicants	-6
Anesthesiology	PGY1	2016	% Change in U.S. Senior Matches	-3.1
Anesthesiology	PGY1	2016	% Change in Total Matches	0.6
Anesthesiology	PGY1	2016	% Change in U.S. Senior % Filled	-5.9
Anesthesiology	PGY1	2016	% Change in Total % Filled	-2.4
Anesthesiology	PGY1	2016	% Change in U.S. Senior Ranked Positions	-2.6
Anesthesiology	PGY1	2016	% Change in Total Ranked Positions	-1.9
Anesthesiology	PGY1	2016	% Change in U.S. Senior Match Rate %	4.3
Anesthesiology	PGY1	2016	% Change in Total Match Rate %	7
Anesthesiology	PGY1	2016	% Change in U.S. Senior Average Ranked Programs	5.6
Anesthesiology	PGY1	2016	% Change in Total Average Ranked Programs	4.1
Anesthesiology	PGY1	2016	% Predominance	70.1
Anesthesiology	PGY1	2017	U.S. Senior % Filled	66.8
Anesthesiology	PGY1	2017	Total % Filled	95.3
Anesthesiology	PGY1	2017	U.S. Senior Match Rate %	74.7
Anesthesiology	PGY1	2017	Total Match Rate %	62.2
Anesthesiology	PGY1	2017	Change in U.S. Senior % Filled	-1.9000000000000057
Anesthesiology	PGY1	2017	Change in Total % Filled	0.20000000000000284
Anesthesiology	PGY1	2017	Change in U.S. Senior Match Rate %	4.799999999999997
Anesthesiology	PGY1	2017	Change in Total Match Rate %	0.9000000000000057
Anesthesiology	PGY1	2017	% Change in No. of Programs	4.2
Anesthesiology	PGY1	2017	% Change in Positions Offered	6.7
Anesthesiology	PGY1	2017	% Change in Unfilled Programs	-21.7
Anesthesiology	PGY1	2017	% Change in U.S. Senior Applicants	-2.9
Anesthesiology	PGY1	2017	% Change in Total Applicants	5.4
Anesthesiology	PGY1	2017	% Change in U.S. Senior Matches	3.7
Anesthesiology	PGY1	2017	% Change in Total Matches	6.9
Anesthesiology	PGY1	2017	% Change in U.S. Senior % Filled	-2.8
Anesthesiology	PGY1	2017	% Change in Total % Filled	0.2
Anesthesiology	PGY1	2017	% Change in U.S. Senior Ranked Positions	0.3
Anesthesiology	PGY1	2017	% Change in Total Ranked Positions	5.8
Anesthesiology	PGY1	2017	% Change in U.S. Senior Match Rate %	6.9
Anesthesiology	PGY1	2017	% Change in Total Match Rate %	1.5
Anesthesiology	PGY1	2017	% Change in U.S. Senior Average Ranked Programs	3.2
Anesthesiology	PGY1	2017	% Change in Total Average Ranked Programs	1.3
Anesthesiology	PGY1	2017	% Predominance	73.2
Anesthesiology	PGY1	2018	U.S. Senior % Filled	68.7
Anesthesiology	PGY1	2018	Total % Filled	97.8
Anesthesiology	PGY1	2018	U.S. Senior Match Rate %	73
Anesthesiology	PGY1	2018	Total Match Rate %	61
Anesthesiology	PGY1	2018	Change in U.S. Senior % Filled	1.9000000000000057
Anesthesiology	PGY1	2018	Change in Total % Filled	2.5
Anesthesiology	PGY1	2018	Change in U.S. Senior Match Rate %	-1.7000000000000028
Anesthesiology	PGY1	2018	Change in Total Match Rate %	-1.2000000000000028
Anesthesiology	PGY1	2018	% Change in No. of Programs	6.5
Anesthesiology	PGY1	2018	% Change in Positions Offered	4.2
Anesthesiology	PGY1	2018	% Change in Unfilled Programs	-50
Anesthesiology	PGY1	2018	% Change in U.S. Senior Applicants	9.8
Anesthesiology	PGY1	2018	% Change in Total Applicants	9.1
Anesthesiology	PGY1	2018	% Change in U.S. Senior Matches	7.2
Anesthesiology	PGY1	2018	% Change in Total Matches	7
Anesthesiology	PGY1	2018	% Change in U.S. Senior % Filled	2.8
Anesthesiology	PGY1	2018	% Change in Total % Filled	2.6
Anesthesiology	PGY1	2018	% Change in U.S. Senior Ranked Positions	11.5
Anesthesiology	PGY1	2018	% Change in Total Ranked Positions	12.4
Anesthesiology	PGY1	2018	% Change in U.S. Senior Match Rate %	-2.3
Anesthesiology	PGY1	2018	% Change in Total Match Rate %	-1.9
Anesthesiology	PGY1	2018	% Change in U.S. Senior Average Ranked Programs	2
Anesthesiology	PGY1	2018	% Change in Total Average Ranked Programs	2.6
Anesthesiology	PGY1	2018	% Predominance	73.7
Anesthesiology	PGY1	2019	U.S. Senior % Filled	67.8
Anesthesiology	PGY1	2019	Total % Filled	98.4
Anesthesiology	PGY1	2019	U.S. Senior Match Rate %	71.4
Anesthesiology	PGY1	2019	Total Match Rate %	59.1
Anesthesiology	PGY1	2019	Change in U.S. Senior % Filled	-0.9000000000000057
Anesthesiology	PGY1	2019	Change in Total % Filled	0.6000000000000085
Anesthesiology	PGY1	2019	Change in U.S. Senior Match Rate %	-1.5999999999999943
Anesthesiology	PGY1	2019	Change in Total Match Rate %	-1.8999999999999986
Anesthesiology	PGY1	2019	% Change in No. of Programs	7.6
Anesthesiology	PGY1	2019	% Change in Positions Offered	6.7
Anesthesiology	PGY1	2019	% Change in Unfilled Programs	-55.6
Anesthesiology	PGY1	2019	% Change in U.S. Senior Applicants	7.6
Anesthesiology	PGY1	2019	% Change in Total Applicants	10.7
Anesthesiology	PGY1	2019	% Change in U.S. Senior Matches	5.3
Anesthesiology	PGY1	2019	% Change in Total Matches	7.3
Anesthesiology	PGY1	2019	% Change in U.S. Senior % Filled	-1.3
Anesthesiology	PGY1	2019	% Change in Total % Filled	0.6
Anesthesiology	PGY1	2019	% Change in U.S. Senior Ranked Positions	8.8
Anesthesiology	PGY1	2019	% Change in Total Ranked Positions	10.4
Anesthesiology	PGY1	2019	% Change in U.S. Senior Match Rate %	-2.2
Anesthesiology	PGY1	2019	% Change in Total Match Rate %	-3.1
Anesthesiology	PGY1	2019	% Change in U.S. Senior Average Ranked Programs	1
Anesthesiology	PGY1	2019	% Change in Total Average Ranked Programs	0
Anesthesiology	PGY1	2019	% Predominance	75.8
Anesthesiology	PGY1	2020	U.S. Senior % Filled	68.3
Anesthesiology	PGY1	2020	Total % Filled	99.9
Anesthesiology	PGY1	2020	U.S. Senior Match Rate %	68.2
Anesthesiology	PGY1	2020	Total Match Rate %	56.6
Anesthesiology	PGY1	2020	Change in U.S. Senior % Filled	0.5
Anesthesiology	PGY1	2020	Change in Total % Filled	1.5
Anesthesiology	PGY1	2020	Change in U.S. Senior Match Rate %	-3.200000000000003
Anesthesiology	PGY1	2020	Change in Total Match Rate %	-2.5
Anesthesiology	PGY1	2020	% Change in No. of Programs	7.7
Anesthesiology	PGY1	2020	% Change in Positions Offered	2.5
Anesthesiology	PGY1	2020	% Change in Unfilled Programs	-75
Anesthesiology	PGY1	2020	% Change in U.S. Senior Applicants	8
Anesthesiology	PGY1	2020	% Change in Total Applicants	8.6
Anesthesiology	PGY1	2020	% Change in U.S. Senior Matches	3.2
Anesthesiology	PGY1	2020	% Change in Total Matches	4
Anesthesiology	PGY1	2020	% Change in U.S. Senior % Filled	0.7
Anesthesiology	PGY1	2020	% Change in Total % Filled	1.5
Anesthesiology	PGY1	2020	% Change in U.S. Senior Ranked Positions	8.1
Anesthesiology	PGY1	2020	% Change in Total Ranked Positions	9.1
Anesthesiology	PGY1	2020	% Change in U.S. Senior Match Rate %	-4.5
Anesthesiology	PGY1	2020	% Change in Total Match Rate %	-4.2
Anesthesiology	PGY1	2020	% Change in U.S. Senior Average Ranked Programs	0
Anesthesiology	PGY1	2020	% Change in Total Average Ranked Programs	0
Anesthesiology	PGY1	2020	% Predominance	77.5
Anesthesiology	PGY1	2021	U.S. Senior % Filled	70.1
Anesthesiology	PGY1	2021	Total % Filled	99.8
Anesthesiology	PGY1	2021	U.S. Senior Match Rate %	70.1
Anesthesiology	PGY1	2021	Total Match Rate %	53.8
Anesthesiology	PGY1	2021	Change in U.S. Senior % Filled	1.7999999999999972
Anesthesiology	PGY1	2021	Change in Total % Filled	-0.10000000000000853
Anesthesiology	PGY1	2021	Change in U.S. Senior Match Rate %	1.8999999999999915
Anesthesiology	PGY1	2021	Change in Total Match Rate %	-2.8000000000000043
Anesthesiology	PGY1	2021	% Change in No. of Programs	3.9
Anesthesiology	PGY1	2021	% Change in Positions Offered	6.6
Anesthesiology	PGY1	2021	% Change in Unfilled Programs	100
Anesthesiology	PGY1	2021	% Change in U.S. Senior Applicants	6.4
Anesthesiology	PGY1	2021	% Change in Total Applicants	11.9
Anesthesiology	PGY1	2021	% Change in U.S. Senior Matches	9.4
Anesthesiology	PGY1	2021	% Change in Total Matches	6.4
Anesthesiology	PGY1	2021	% Change in U.S. Senior % Filled	2.6
Anesthesiology	PGY1	2021	% Change in Total % Filled	-0.1
Anesthesiology	PGY1	2021	% Change in U.S. Senior Ranked Positions	15.7
Anesthesiology	PGY1	2021	% Change in Total Ranked Positions	19
Anesthesiology	PGY1	2021	% Change in U.S. Senior Match Rate %	2.8
Anesthesiology	PGY1	2021	% Change in Total Match Rate %	-4.9
Anesthesiology	PGY1	2021	% Change in U.S. Senior Average Ranked Programs	7.9
Anesthesiology	PGY1	2021	% Change in Total Average Ranked Programs	6.2
Anesthesiology	PGY1	2021	% Predominance	81.2
Anesthesiology	PGY1	2022	U.S. Senior % Filled	69.8
Anesthesiology	PGY1	2022	Total % Filled	99.9
Anesthesiology	PGY1	2022	U.S. Senior Match Rate %	70.8
Anesthesiology	PGY1	2022	Total Match Rate %	56
Anesthesiology	PGY1	2022	Change in U.S. Senior % Filled	-0.29999999999999716
Anesthesiology	PGY1	2022	Change in Total % Filled	0.10000000000000853
Anesthesiology	PGY1	2022	Change in U.S. Senior Match Rate %	0.7000000000000028
Anesthesiology	PGY1	2022	Change in Total Match Rate %	2.200000000000003
Anesthesiology	PGY1	2022	% Change in No. of Programs	3.8
Anesthesiology	PGY1	2022	% Change in Positions Offered	3.4
Anesthesiology	PGY1	2022	% Change in Unfilled Programs	-50
Anesthesiology	PGY1	2022	% Change in U.S. Senior Applicants	2
Anesthesiology	PGY1	2022	% Change in Total Applicants	-0.6
Anesthesiology	PGY1	2022	% Change in U.S. Senior Matches	2.9
Anesthesiology	PGY1	2022	% Change in Total Matches	3.5
Anesthesiology	PGY1	2022	% Change in U.S. Senior % Filled	-0.4
Anesthesiology	PGY1	2022	% Change in Total % Filled	0.1
Anesthesiology	PGY1	2022	% Change in U.S. Senior Ranked Positions	-0.8
Anesthesiology	PGY1	2022	% Change in Total Ranked Positions	-3.8
Anesthesiology	PGY1	2022	% Change in U.S. Senior Match Rate %	1
Anesthesiology	PGY1	2022	% Change in Total Match Rate %	4.1
Anesthesiology	PGY1	2022	% Change in U.S. Senior Average Ranked Programs	-2.8
Anesthesiology	PGY1	2022	% Change in Total Average Ranked Programs	-3.5
Anesthesiology	PGY1	2022	% Predominance	81.3
Anesthesiology	PGY2	2012	U.S. Senior % Filled	71.3
Anesthesiology	PGY2	2012	Total % Filled	96.9
Anesthesiology	PGY2	2012	U.S. Senior Match Rate %	37.7
Anesthesiology	PGY2	2012	Total Match Rate %	34.9
Anesthesiology	PGY2	2012	Change in U.S. Senior % Filled	NA
Anesthesiology	PGY2	2012	Change in Total % Filled	NA
Anesthesiology	PGY2	2012	Change in U.S. Senior Match Rate %	NA
Anesthesiology	PGY2	2012	Change in Total Match Rate %	NA
Anesthesiology	PGY2	2012	% Change in No. of Programs	NA
Anesthesiology	PGY2	2012	% Change in Positions Offered	NA
Anesthesiology	PGY2	2012	% Change in Unfilled Programs	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Applicants	NA
Anesthesiology	PGY2	2012	% Change in Total Applicants	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Matches	NA
Anesthesiology	PGY2	2012	% Change in Total Matches	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior % Filled	NA
Anesthesiology	PGY2	2012	% Change in Total % Filled	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Ranked Positions	NA
Anesthesiology	PGY2	2012	% Change in Total Ranked Positions	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Match Rate %	NA
Anesthesiology	PGY2	2012	% Change in Total Match Rate %	NA
Anesthesiology	PGY2	2012	% Change in U.S. Senior Average Ranked Programs	NA
Anesthesiology	PGY2	2012	% Change in Total Average Ranked Programs	NA
Anesthesiology	PGY2	2012	% Predominance	62.3
Anesthesiology	PGY2	2013	U.S. Senior % Filled	68.6
Anesthesiology	PGY2	2013	Total % Filled	96.9
Anesthesiology	PGY2	2013	U.S. Senior Match Rate %	37.3
Anesthesiology	PGY2	2013	Total Match Rate %	34.5
Anesthesiology	PGY2	2013	Change in U.S. Senior % Filled	-2.700000000000003
Anesthesiology	PGY2	2013	Change in Total % Filled	0
Anesthesiology	PGY2	2013	Change in U.S. Senior Match Rate %	-0.4000000000000057
Anesthesiology	PGY2	2013	Change in Total Match Rate %	-0.3999999999999986
Anesthesiology	PGY2	2013	% Change in No. of Programs	3.6
Anesthesiology	PGY2	2013	% Change in Positions Offered	4.1
Anesthesiology	PGY2	2013	% Change in Unfilled Programs	-10
Anesthesiology	PGY2	2013	% Change in U.S. Senior Applicants	1.4
Anesthesiology	PGY2	2013	% Change in Total Applicants	5.1
Anesthesiology	PGY2	2013	% Change in U.S. Senior Matches	0.3
Anesthesiology	PGY2	2013	% Change in Total Matches	4.1
Anesthesiology	PGY2	2013	% Change in U.S. Senior % Filled	-3.8
Anesthesiology	PGY2	2013	% Change in Total % Filled	0
Anesthesiology	PGY2	2013	% Change in U.S. Senior Ranked Positions	1.9
Anesthesiology	PGY2	2013	% Change in Total Ranked Positions	6.9
Anesthesiology	PGY2	2013	% Change in U.S. Senior Match Rate %	-1.1
Anesthesiology	PGY2	2013	% Change in Total Match Rate %	-1.1
Anesthesiology	PGY2	2013	% Change in U.S. Senior Average Ranked Programs	0
Anesthesiology	PGY2	2013	% Change in Total Average Ranked Programs	0
Anesthesiology	PGY2	2013	% Predominance	64.9
Anesthesiology	PGY2	2014	U.S. Senior % Filled	63.5
Anesthesiology	PGY2	2014	Total % Filled	93.6
Anesthesiology	PGY2	2014	U.S. Senior Match Rate %	32.7
Anesthesiology	PGY2	2014	Total Match Rate %	30.5
Anesthesiology	PGY2	2014	Change in U.S. Senior % Filled	-5.099999999999994
Anesthesiology	PGY2	2014	Change in Total % Filled	-3.3000000000000114
Anesthesiology	PGY2	2014	Change in U.S. Senior Match Rate %	-4.599999999999994
Anesthesiology	PGY2	2014	Change in Total Match Rate %	-4
Anesthesiology	PGY2	2014	% Change in No. of Programs	-7
Anesthesiology	PGY2	2014	% Change in Positions Offered	-11.2
Anesthesiology	PGY2	2014	% Change in Unfilled Programs	55.6
Anesthesiology	PGY2	2014	% Change in U.S. Senior Applicants	-6.2
Anesthesiology	PGY2	2014	% Change in Total Applicants	-2.9
Anesthesiology	PGY2	2014	% Change in U.S. Senior Matches	-17.8
Anesthesiology	PGY2	2014	% Change in Total Matches	-14.2
Anesthesiology	PGY2	2014	% Change in U.S. Senior % Filled	-7.4
Anesthesiology	PGY2	2014	% Change in Total % Filled	-3.4
Anesthesiology	PGY2	2014	% Change in U.S. Senior Ranked Positions	-8.2
Anesthesiology	PGY2	2014	% Change in Total Ranked Positions	-4.5
Anesthesiology	PGY2	2014	% Change in U.S. Senior Match Rate %	-12.3
Anesthesiology	PGY2	2014	% Change in Total Match Rate %	-11.6
Anesthesiology	PGY2	2014	% Change in U.S. Senior Average Ranked Programs	-1.6
Anesthesiology	PGY2	2014	% Change in Total Average Ranked Programs	0
Anesthesiology	PGY2	2014	% Predominance	67.1
Anesthesiology	PGY2	2015	U.S. Senior % Filled	62.3
Anesthesiology	PGY2	2015	Total % Filled	92.7
Anesthesiology	PGY2	2015	U.S. Senior Match Rate %	31
Anesthesiology	PGY2	2015	Total Match Rate %	29.7
Anesthesiology	PGY2	2015	Change in U.S. Senior % Filled	-1.2000000000000028
Anesthesiology	PGY2	2015	Change in Total % Filled	-0.8999999999999915
Anesthesiology	PGY2	2015	Change in U.S. Senior Match Rate %	-1.7000000000000028
Anesthesiology	PGY2	2015	Change in Total Match Rate %	-0.8000000000000007
Anesthesiology	PGY2	2015	% Change in No. of Programs	-2.5
Anesthesiology	PGY2	2015	% Change in Positions Offered	-1.7
Anesthesiology	PGY2	2015	% Change in Unfilled Programs	0
Anesthesiology	PGY2	2015	% Change in U.S. Senior Applicants	1.6
Anesthesiology	PGY2	2015	% Change in Total Applicants	0.1
Anesthesiology	PGY2	2015	% Change in U.S. Senior Matches	-3.7
Anesthesiology	PGY2	2015	% Change in Total Matches	-2.7
Anesthesiology	PGY2	2015	% Change in U.S. Senior % Filled	-1.9
Anesthesiology	PGY2	2015	% Change in Total % Filled	-1
Anesthesiology	PGY2	2015	% Change in U.S. Senior Ranked Positions	-2.8
Anesthesiology	PGY2	2015	% Change in Total Ranked Positions	-3.9
Anesthesiology	PGY2	2015	% Change in U.S. Senior Match Rate %	-5.2
Anesthesiology	PGY2	2015	% Change in Total Match Rate %	-2.6
Anesthesiology	PGY2	2015	% Change in U.S. Senior Average Ranked Programs	-4.9
Anesthesiology	PGY2	2015	% Change in Total Average Ranked Programs	-5.7
Anesthesiology	PGY2	2015	% Predominance	68.4
Anesthesiology	PGY2	2016	U.S. Senior % Filled	60.3
Anesthesiology	PGY2	2016	Total % Filled	91.7
Anesthesiology	PGY2	2016	U.S. Senior Match Rate %	30.5
Anesthesiology	PGY2	2016	Total Match Rate %	28.6
Anesthesiology	PGY2	2016	Change in U.S. Senior % Filled	-2
Anesthesiology	PGY2	2016	Change in Total % Filled	-1
Anesthesiology	PGY2	2016	Change in U.S. Senior Match Rate %	-0.5
Anesthesiology	PGY2	2016	Change in Total Match Rate %	-1.0999999999999979
Anesthesiology	PGY2	2016	% Change in No. of Programs	-1.3
Anesthesiology	PGY2	2016	% Change in Positions Offered	-4.9
Anesthesiology	PGY2	2016	% Change in Unfilled Programs	14.3
Anesthesiology	PGY2	2016	% Change in U.S. Senior Applicants	-6.4
Anesthesiology	PGY2	2016	% Change in Total Applicants	-2.6
Anesthesiology	PGY2	2016	% Change in U.S. Senior Matches	-7.9
Anesthesiology	PGY2	2016	% Change in Total Matches	-6
Anesthesiology	PGY2	2016	% Change in U.S. Senior % Filled	-3.2
Anesthesiology	PGY2	2016	% Change in Total % Filled	-1.1
Anesthesiology	PGY2	2016	% Change in U.S. Senior Ranked Positions	-8.2
Anesthesiology	PGY2	2016	% Change in Total Ranked Positions	-2.4
Anesthesiology	PGY2	2016	% Change in U.S. Senior Match Rate %	-1.6
Anesthesiology	PGY2	2016	% Change in Total Match Rate %	-3.7
Anesthesiology	PGY2	2016	% Change in U.S. Senior Average Ranked Programs	-1.7
Anesthesiology	PGY2	2016	% Change in Total Average Ranked Programs	2
Anesthesiology	PGY2	2016	% Predominance	70.1
Anesthesiology	PGY2	2017	U.S. Senior % Filled	51.9
Anesthesiology	PGY2	2017	Total % Filled	93.9
Anesthesiology	PGY2	2017	U.S. Senior Match Rate %	26.5
Anesthesiology	PGY2	2017	Total Match Rate %	27.5
Anesthesiology	PGY2	2017	Change in U.S. Senior % Filled	-8.399999999999999
Anesthesiology	PGY2	2017	Change in Total % Filled	2.200000000000003
Anesthesiology	PGY2	2017	Change in U.S. Senior Match Rate %	-4
Anesthesiology	PGY2	2017	Change in Total Match Rate %	-1.1000000000000014
Anesthesiology	PGY2	2017	% Change in No. of Programs	-7.8
Anesthesiology	PGY2	2017	% Change in Positions Offered	-8.3
Anesthesiology	PGY2	2017	% Change in Unfilled Programs	-25
Anesthesiology	PGY2	2017	% Change in U.S. Senior Applicants	-9.2
Anesthesiology	PGY2	2017	% Change in Total Applicants	-2.3
Anesthesiology	PGY2	2017	% Change in U.S. Senior Matches	-21
Anesthesiology	PGY2	2017	% Change in Total Matches	-6.1
Anesthesiology	PGY2	2017	% Change in U.S. Senior % Filled	-13.9
Anesthesiology	PGY2	2017	% Change in Total % Filled	2.4
Anesthesiology	PGY2	2017	% Change in U.S. Senior Ranked Positions	-12.5
Anesthesiology	PGY2	2017	% Change in Total Ranked Positions	-6.9
Anesthesiology	PGY2	2017	% Change in U.S. Senior Match Rate %	-13.1
Anesthesiology	PGY2	2017	% Change in Total Match Rate %	-3.8
Anesthesiology	PGY2	2017	% Change in U.S. Senior Average Ranked Programs	-3.5
Anesthesiology	PGY2	2017	% Change in Total Average Ranked Programs	-5.9
Anesthesiology	PGY2	2017	% Predominance	73.2
Anesthesiology	PGY2	2018	U.S. Senior % Filled	55
Anesthesiology	PGY2	2018	Total % Filled	98.9
Anesthesiology	PGY2	2018	U.S. Senior Match Rate %	26.8
Anesthesiology	PGY2	2018	Total Match Rate %	27.6
Anesthesiology	PGY2	2018	Change in U.S. Senior % Filled	3.1000000000000014
Anesthesiology	PGY2	2018	Change in Total % Filled	5
